-1.070060010999441119e-01,5.134639441967010498e-01,-1.401294380426406916e-01,7.275219850242138353e-01,-1.688164735585451215e+00,1.665290411608293608e+00,-4.336125165224075095e-01,-9.543439447879790982e-02
5.414280131459235923e-01,2.196501135826110840e+00,2.972706586122512706e-01,-5.775992631912231223e-01,3.912180598825216293e+00,1.481524521112441928e+00,-6.526089836377650943e-01,-5.058768868446350542e-01
-2.442250087857246454e-01,-4.786153614521026500e-01,-2.634796246886253468e-01,8.380910744890570641e-01,-8.383980020880699158e-02,1.509729798883199692e+00,3.648583292961120605e-01,-1.542855301499366671e+00
-4.125760484486818425e-01,4.388711020350456460e-01,-1.740676097571849934e-01,-4.487857773900031932e-01,-1.884540587663650624e-01,1.923158369958400726e+00,1.079155085608363152e+00,1.284101890027522952e+00
1.069173224270343753e-01,1.704648521542549089e+00,-1.732372339814901296e-01,8.649543158710002455e-01,-1.428141053766012192e+00,8.360990569926798344e-01,1.216713786125183105e-01,4.811394214630126953e-02
5.722427397966385332e-01,1.167589440941810608e+00,3.302027605473994987e-01,-5.257381543517112288e-01,1.237523913383483887e+00,-3.463387095928192050e+00,-8.875995092093943994e-02,1.878859887272119611e+00
-7.639550030231475608e-01,-2.048303472995757879e+00,-2.101157000660896390e+00,3.237363696098327637e-02,1.540070462226867720e+00,1.076484099030494690e-03,7.259748935699462669e-01,-8.496252790093421492e-01
-4.601719342172146121e-02,-5.938204929232597795e-01,-2.278657630085945129e-01,-2.970580923557281317e+00,-4.202058398723602650e+00,2.088119810074567706e+00,7.178635597229003906e-01,9.835272580385208130e-01
-3.245889022946357727e-01,-8.320679672062396559e-01,-4.806393079459667095e-01,2.212068572640419062e-01,1.929180771112442017e-01,2.838728667795658023e+00,-4.403836321085691230e-01,-1.793280422687530518e+00
9.970321357250214178e-02,1.019301170110702426e+00,-3.200407814234494941e-01,7.103537164628506151e-01,-1.459139385819435031e+00,8.158744197105989304e-01,-6.064226903021335824e-01,-6.734588563442229781e-01
-1.600462559610605351e-01,4.397181212902069314e-01,-9.162936508655547541e-02,8.588829800486564858e-01,-9.508756957948207855e-01,-6.457677155733108076e-01,1.019393277168273881e+00,-1.130990290641784579e+00
-7.942858487367629450e-02,7.463646078109741566e+00,-2.645395770668983529e-02,-3.498583823442459328e-01,6.164299488067627175e-01,1.559758568555116742e+00,-3.399705951102077739e-01,-2.849701911211013905e-01
-7.900210350751877275e-01,-6.469571590423583984e+00,-7.062383890151976984e-02,1.032593769673258111e+00,-3.510328292846679465e-01,1.088729299604892786e-01,3.098645210266113281e-01,-2.246260237693786799e+00
1.699060007184743926e+00,-9.492965531349181418e+00,-9.805926002562046495e-01,2.974040482938289820e+00,-8.521203517913817915e-01,5.130633627530187812e-01,-9.118760064244270103e-01,1.742306352779269263e+00
-4.718279123306274303e-01,1.889055222272872925e-01,9.017575040459633318e-01,-3.381983548402786033e-01,6.457614898681640625e-01,1.477408814430236861e+00,-2.628097176551819070e-01,-8.451527595520019753e-01
9.370225489139556441e-01,-3.339930979907512754e+00,-5.160145989060401561e+00,-2.235126328468322932e+00,3.190335899591446034e-01,-4.395565724372863414e+00,-7.692092383280396684e-01,-5.104574382305144820e-01
3.419753625988960488e-01,2.025111681222915738e+00,-4.036894537508487479e-01,-2.200997912883758456e+00,-3.683234775066375644e+00,-9.065706431865692139e-01,-1.181549966335296631e+00,1.451812058687210194e-01
3.989942237734794839e-01,3.524933784827589900e+00,-7.116088509559631570e-01,-6.525232344865798673e-02,-1.365691053867340132e+00,9.304167471826076952e-01,-3.041997970081865565e-01,2.830558603629469983e-01
